epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,5594.22,1.13163,0.88064,1.10622,0.49425,0.52479,0.53347,0.3487,1.13296,0.83953,1.00865,0.004159,0.004159,0.004159
179,5625.21,1.13638,0.88627,1.10679,0.51487,0.51848,0.53731,0.34866,1.13021,0.84088,1.00856,0.004126,0.004126,0.004126
180,5656.15,1.13774,0.88832,1.10648,0.51508,0.53339,0.5387,0.34945,1.12801,0.84294,1.00696,0.004093,0.004093,0.004093
181,5687.3,1.1334,0.88347,1.10051,0.53534,0.53176,0.53631,0.34882,1.13194,0.84356,1.00903,0.00406,0.00406,0.00406
182,5718.21,1.13407,0.88807,1.10464,0.54606,0.50342,0.53564,0.34687,1.12982,0.84267,1.00813,0.004027,0.004027,0.004027
183,5749.17,1.12904,0.87951,1.10416,0.54692,0.51781,0.53426,0.34636,1.13208,0.84146,1.00892,0.003994,0.003994,0.003994
184,5780.11,1.13144,0.87931,1.10568,0.54404,0.51911,0.53125,0.3463,1.13173,0.84004,1.0105,0.003961,0.003961,0.003961
185,5810.95,1.12689,0.88284,1.10085,0.59321,0.48139,0.53822,0.34967,1.12601,0.83618,1.00835,0.003928,0.003928,0.003928
186,5841.88,1.14206,0.88814,1.10498,0.56176,0.53626,0.54326,0.35479,1.12813,0.83787,1.0097,0.003895,0.003895,0.003895
187,5873.1,1.12587,0.87975,1.1033,0.53421,0.52973,0.53533,0.35155,1.13017,0.83655,1.0097,0.003862,0.003862,0.003862
188,5904.11,1.12409,0.87622,1.09998,0.50583,0.53465,0.5318,0.34925,1.13055,0.84013,1.01067,0.003829,0.003829,0.003829
189,5935.04,1.12751,0.88077,1.10504,0.53181,0.49589,0.53324,0.34845,1.13303,0.83799,1.01057,0.003796,0.003796,0.003796
190,5965.87,1.12528,0.87557,1.10092,0.50411,0.50931,0.52584,0.3422,1.13771,0.84089,1.0113,0.003763,0.003763,0.003763
191,5997.18,1.11985,0.87277,1.09786,0.5335,0.4984,0.52568,0.34031,1.13636,0.84354,1.00989,0.00373,0.00373,0.00373
192,6028.24,1.12148,0.87689,1.10325,0.52436,0.51441,0.53037,0.34339,1.13533,0.83897,1.00956,0.003697,0.003697,0.003697
193,6059.18,1.12565,0.87462,1.10219,0.52534,0.51352,0.53093,0.34662,1.12858,0.83441,1.00751,0.003664,0.003664,0.003664
194,6090.4,1.12742,0.8736,1.09881,0.53175,0.51191,0.53582,0.34984,1.12632,0.83159,1.00691,0.003631,0.003631,0.003631
195,6121.32,1.12428,0.87201,1.09961,0.53084,0.51095,0.54037,0.35402,1.12398,0.82759,1.0055,0.003598,0.003598,0.003598
196,6152.06,1.12292,0.87116,1.10139,0.51893,0.51649,0.53383,0.35036,1.12471,0.82894,1.00607,0.003565,0.003565,0.003565
197,6182.89,1.12017,0.8692,1.09584,0.52964,0.51491,0.53112,0.34845,1.12501,0.83045,1.00636,0.003532,0.003532,0.003532
198,6213.93,1.12096,0.87201,1.09722,0.53894,0.50701,0.53313,0.3498,1.12365,0.83141,1.00592,0.003499,0.003499,0.003499
199,6244.95,1.11973,0.87175,1.10007,0.50492,0.52528,0.53076,0.34615,1.12166,0.83072,1.00516,0.003466,0.003466,0.003466
200,6275.91,1.11545,0.87211,1.09927,0.50696,0.5183,0.529,0.34254,1.12203,0.82905,1.00588,0.003433,0.003433,0.003433
201,6307.08,1.11496,0.86471,1.0971,0.50242,0.52607,0.53157,0.34327,1.12041,0.82829,1.00566,0.0034,0.0034,0.0034
202,6338.27,1.12203,0.86918,1.09902,0.51212,0.51377,0.53057,0.34435,1.12167,0.82779,1.00562,0.003367,0.003367,0.003367
203,6369.25,1.12069,0.87443,1.10167,0.52057,0.51476,0.52978,0.34595,1.12064,0.82745,1.00555,0.003334,0.003334,0.003334
204,6401.06,1.11857,0.86461,1.09772,0.50458,0.53262,0.53211,0.34682,1.12072,0.8278,1.00502,0.003301,0.003301,0.003301
205,6432.26,1.12285,0.87613,1.09696,0.52145,0.53323,0.52889,0.34576,1.12088,0.82639,1.00486,0.003268,0.003268,0.003268
206,6463.24,1.11844,0.86813,1.0991,0.53514,0.5109,0.52582,0.34506,1.1224,0.82485,1.00486,0.003235,0.003235,0.003235
